,price,age,rep,mil,hyb,4wd,S,G,W,GX,A,X
925,257.4,2,0,1.8,0,0,0,0,1,0,0,0
926,198.8,4,0,5.8,0,0,1,0,0,0,0,0
927,282.0,2,0,2.8,1,0,0,0,1,0,0,0
928,250.2,4,0,0.9,0,0,0,0,1,0,0,0
929,339.0,0,0,0.0005,1,0,0,0,1,0,0,0
930,308.1,2,0,1.2,1,1,0,0,1,0,0,0
931,239.5,4,0,6.7,0,0,0,0,1,0,0,0
932,281.0,2,0,4.3,1,0,0,0,1,0,0,0
933,250.0,3,0,5.9,1,0,0,0,1,0,0,0
934,156.3,5,0,9.9,1,0,0,0,0,1,0,0
935,215.8,5,0,7.4,1,0,0,0,1,0,0,0
936,267.8,5,0,3.5,1,0,0,0,1,0,0,0
937,274.8,4,0,3.5,1,0,0,0,1,0,0,0
938,298.0,3,0,4.0,1,1,0,0,1,0,0,0
939,277.2,4,0,3.9,1,0,0,0,1,0,0,0
940,342.0,0,0,0.0005,1,0,0,0,1,0,0,0
941,250.9,5,0,3.8,1,0,0,0,1,0,0,0
942,259.8,2,0,3.5,0,0,0,0,1,0,0,0
943,180.3,5,1,0.9,1,0,0,0,0,1,0,0
944,226.1,5,0,6.3,1,0,0,0,1,0,0,0
945,261.2,4,0,4.0,1,0,0,0,1,0,0,0
946,331.1,0,0,0.5,1,0,0,0,1,0,0,0
947,255.6,3,0,5.9,1,0,0,0,1,0,0,0
948,257.6,2,0,6.9,1,1,0,0,1,0,0,0
949,252.7,4,0,6.3,1,0,0,0,1,0,0,0
950,265.8,3,0,2.0,0,0,0,0,1,0,0,0
951,249.1,4,0,7.4,1,0,0,0,1,0,0,0
952,271.6,3,0,5.8,1,1,0,0,1,0,0,0
953,269.8,5,0,2.7,1,0,1,0,0,0,0,0
954,236.6,5,0,2.5,0,0,0,0,1,0,0,0
955,253.7,3,0,2.0,0,0,0,0,1,0,0,0
956,309.8,3,0,3.2,1,1,0,0,1,0,0,0
957,313.8,3,0,4.8,1,1,0,0,1,0,0,0
958,171.9,4,0,2.9,0,0,1,0,0,0,0,0
959,213.3,1,0,0.4,1,0,0,1,0,0,0,0
960,171.5,5,0,3.9,0,0,1,0,0,0,0,0
961,258.4,1,0,0.9,1,0,0,0,1,0,0,0
962,201.4,1,1,0.7,1,0,0,0,1,0,0,0
963,193.9,4,1,3.0,1,1,0,0,1,0,0,0
964,189.9,3,0,4.1,1,0,1,0,0,0,0,0
965,198.0,2,0,3.4,1,0,0,0,1,0,0,0
966,220.0,4,0,2.4,0,0,0,0,1,0,0,0
967,183.8,4,0,2.9,1,0,0,0,0,1,0,0
968,197.0,3,0,3.9,1,0,1,0,0,0,0,0
969,191.4,4,0,3.1,0,0,0,0,1,0,0,0
970,185.9,5,0,4.9,1,1,0,0,0,1,0,0
971,186.5,1,1,1.1,1,0,0,0,0,0,0,1
972,159.9,4,0,8.9,1,1,0,0,0,1,0,0
973,171.5,5,1,5.6,1,1,0,0,1,0,0,0
974,189.8,4,0,1.7,0,0,0,0,0,1,0,0
975,218.0,2,0,2.0,1,0,1,0,0,0,0,0
976,206.8,4,0,2.9,1,0,0,0,1,0,0,0
977,172.7,3,0,6.1,1,1,0,0,0,1,0,0
978,173.8,4,0,6.9,0,0,0,0,1,0,0,0
979,170.0,3,0,7.9,1,0,0,0,0,1,0,0
980,185.3,3,0,5.4,1,0,1,0,0,0,0,0
981,236.2,2,0,2.0,1,1,1,0,0,0,0,0
982,196.5,3,1,1.4,1,1,0,0,0,1,0,0
983,120.2,5,0,13.7,1,1,1,0,0,0,0,0
984,181.2,3,0,4.0,1,0,0,0,0,1,0,0
985,204.2,2,0,3.5,1,0,1,0,0,0,0,0
986,186.2,2,1,1.8,1,0,0,0,1,0,0,0
987,195.9,4,0,4.4,1,0,0,0,1,0,0,0
988,238.0,3,0,4.0,1,1,0,0,0,1,0,0
989,174.6,4,0,1.5,0,0,1,0,0,0,0,0
990,197.5,4,1,3.0,1,0,0,0,1,0,0,0
991,168.0,5,0,6.1,0,0,0,0,0,1,0,0
992,204.0,3,0,3.0,0,0,0,0,1,0,0,0
993,217.5,1,0,2.9,0,0,0,0,1,0,0,0
994,194.7,4,0,5.8,1,0,0,0,1,0,0,0
995,208.9,5,0,3.5,1,1,1,0,0,0,0,0
996,147.2,4,0,9.6,1,1,0,0,0,1,0,0
997,186.1,5,0,6.5,1,0,0,0,1,0,0,0
998,165.0,4,0,9.6,1,0,0,0,1,0,0,0
999,210.9,3,0,0.7,1,0,1,0,0,0,0,0
1000,263.3,2,0,0.7,1,0,0,0,1,0,0,0
1001,204.1,2,1,0.9,1,0,0,0,1,0,0,0
1002,200.3,3,0,7.3,1,1,1,0,0,0,0,0
1003,161.6,5,0,7.2,1,0,1,0,0,0,0,0
1004,178.7,4,0,1.4,0,0,1,0,0,0,0,0
1005,240.9,1,0,0.2,1,0,0,1,0,0,0,0
1006,242.2,1,0,1.0,0,0,0,0,1,0,0,0
1007,229.8,4,0,3.9,1,1,1,0,0,0,0,0
1008,166.8,5,0,2.0,0,0,1,0,0,0,0,0
1009,232.1,1,0,1.2,0,0,0,0,1,0,0,0
1010,190.6,5,0,6.5,1,0,0,0,1,0,0,0
1011,235.0,3,0,2.4,1,0,0,0,1,0,0,0
1012,184.6,4,0,2.2,0,0,1,0,0,0,0,0
1013,225.7,4,0,3.4,1,0,0,0,1,0,0,0
1014,211.5,3,0,2.2,0,0,0,0,1,0,0,0
1015,230.8,1,0,0.8,0,0,0,0,1,0,0,0
1016,160.5,5,1,5.6,0,0,0,0,1,0,0,0
1017,268.0,0,0,0.0015,1,0,0,0,0,0,0,1
1018,218.0,2,0,1.6,0,0,0,0,1,0,0,0
1019,188.0,5,0,6.9,1,0,0,0,1,0,0,0
1020,198.6,4,0,4.0,0,0,0,0,1,0,0,0
1021,220.8,2,0,2.8,1,0,0,0,0,1,0,0
1022,161.1,5,0,3.4,0,0,1,0,0,0,0,0
1023,219.8,4,0,6.1,1,1,0,0,1,0,0,0
1024,228.8,2,0,5.8,1,0,0,0,1,0,0,0
1025,186.6,4,0,7.1,1,0,0,0,1,0,0,0
1026,190.1,4,0,6.1,1,1,0,0,0,1,0,0
1027,246.9,3,0,2.3,1,1,0,0,1,0,0,0
1028,170.7,4,0,4.4,0,0,1,0,0,0,0,0
1029,209.9,5,0,6.1,1,0,0,0,1,0,0,0
1030,213.1,3,0,5.6,1,1,0,0,1,0,0,0
1031,247.7,1,1,0.7,1,1,0,0,1,0,0,0
1032,190.5,4,0,1.9,0,0,1,0,0,0,0,0
1033,213.4,4,0,5.5,1,1,1,0,0,0,0,0
1034,178.0,4,0,3.0,0,0,0,0,0,1,0,0
1035,176.3,5,0,3.0,0,0,1,0,0,0,0,0
1036,176.0,3,0,4.9,0,0,1,0,0,0,0,0
1037,239.1,1,0,0.4,1,0,0,1,0,0,0,0
1038,199.5,5,0,3.7,1,0,1,0,0,0,0,0
1039,221.2,3,1,3.3,1,0,0,0,1,0,0,0
1040,204.2,4,0,3.5,0,0,0,0,1,0,0,0
1041,275.7,2,0,0.6,1,0,0,0,1,0,0,0
1042,197.3,4,0,1.5,1,0,1,0,0,0,0,0
1043,228.7,3,0,3.6,0,0,0,0,0,0,1,0
1044,208.9,3,0,2.3,0,0,0,0,1,0,0,0
1045,197.4,4,1,1.2,1,0,0,0,1,0,0,0
1046,164.8,5,0,3.3,0,0,1,0,0,0,0,0
1047,243.1,4,0,1.3,1,1,0,0,1,0,0,0
1048,190.7,2,0,3.2,1,0,0,0,0,1,0,0
1049,201.0,5,0,2.4,0,0,0,0,1,0,0,0
1050,195.0,5,0,2.7,0,0,0,0,1,0,0,0
1051,243.9,2,0,2.2,1,0,0,0,1,0,0,0
1052,275.1,3,0,2.4,1,1,0,0,1,0,0,0
1053,214.5,5,0,4.5,1,0,0,0,1,0,0,0
1054,267.4,1,0,0.6,1,0,0,0,1,0,0,0
1055,234.1,4,0,4.0,1,0,0,0,1,0,0,0
1056,174.8,4,0,2.6,0,0,1,0,0,0,0,0
1057,204.1,4,0,5.6,1,0,0,0,1,0,0,0
1058,259.1,2,0,1.4,1,0,0,0,1,0,0,0
1059,230.0,3,0,3.9,1,0,0,0,1,0,0,0
1060,202.7,4,0,2.8,1,0,1,0,0,0,0,0
1061,275.3,1,0,2.1,1,0,0,0,1,0,0,0
1062,274.8,1,0,1.3,1,0,0,0,1,0,0,0
1063,235.5,3,0,2.5,1,0,1,0,0,0,0,0
1064,220.6,5,0,3.1,1,0,0,0,1,0,0,0
1065,227.6,4,0,3.2,1,0,0,0,1,0,0,0
1066,244.9,5,0,1.5,1,0,0,0,1,0,0,0
1067,188.0,4,0,4.4,0,0,0,0,1,0,0,0
1068,163.5,4,1,9.1,1,1,1,0,0,0,0,0
1069,212.9,4,0,5.3,1,0,0,0,1,0,0,0
1070,298.0,1,0,0.3,1,0,0,0,1,0,0,0
1071,291.3,1,0,0.5,1,0,0,0,1,0,0,0
1072,235.0,1,0,4.8,1,1,0,1,0,0,0,0
1073,226.8,4,0,3.8,1,0,0,0,1,0,0,0
1074,278.2,1,0,2.4,1,1,0,0,1,0,0,0
1075,230.1,4,0,0.4,1,0,1,0,0,0,0,0
1076,191.3,3,0,7.2,1,0,0,0,1,0,0,0
1077,214.9,4,0,2.7,1,0,1,0,0,0,0,0
1078,183.9,3,0,6.0,1,0,1,0,0,0,0,0
1079,227.7,4,0,2.6,1,0,0,0,1,0,0,0
1080,293.0,0,0,0.2,1,0,0,0,1,0,0,0
1081,273.3,2,0,2.0,1,0,0,0,1,0,0,0
1082,238.7,3,0,3.8,1,0,0,0,1,0,0,0
1083,179.4,4,0,5.5,1,0,0,0,0,1,0,0
1084,201.6,4,0,2.5,0,0,0,0,1,0,0,0
1085,201.5,4,0,0.9,0,0,1,0,0,0,0,0
1086,179.3,4,0,9.0,1,0,0,0,1,0,0,0
1087,256.2,3,0,1.4,1,0,0,0,1,0,0,0
1088,181.3,5,0,1.1,0,0,1,0,0,0,0,0
1089,254.8,2,0,2.2,1,0,0,0,1,0,0,0
1090,268.0,1,0,1.3,1,1,0,1,0,0,0,0
1091,197.1,4,0,5.0,1,0,1,0,0,0,0,0
1092,236.0,3,0,3.3,1,0,0,0,1,0,0,0
1093,234.8,2,0,3.7,1,0,1,0,0,0,0,0
1094,235.6,2,0,2.1,0,0,0,0,1,0,0,0
1095,199.7,3,0,3.2,0,0,0,0,1,0,0,0
1096,219.5,3,0,2.8,1,0,1,0,0,0,0,0
1097,234.1,3,0,2.9,1,0,0,0,1,0,0,0
1098,259.7,3,0,3.1,1,0,0,0,1,0,0,0
1099,182.1,4,0,7.8,1,0,1,0,0,0,0,0
1100,226.5,4,0,3.4,1,1,0,0,1,0,0,0
1101,227.4,4,0,3.6,0,0,0,0,1,0,0,0
1102,232.7,4,0,3.7,1,0,0,0,1,0,0,0
1103,247.0,4,0,1.8,1,0,0,0,1,0,0,0
1104,207.8,5,0,5.0,1,1,0,0,0,1,0,0
1105,228.5,5,0,3.8,1,0,0,0,1,0,0,0
1106,229.5,5,0,4.8,1,0,0,0,1,0,0,0
1107,239.9,3,0,5.5,1,0,0,0,1,0,0,0
1108,247.1,2,0,2.2,1,0,0,0,1,0,0,0
1109,185.9,4,0,6.6,1,0,1,0,0,0,0,0
1110,189.5,3,0,6.9,0,0,0,0,1,0,0,0
1111,235.0,4,0,1.9,1,0,0,0,1,0,0,0
1112,229.7,4,0,3.2,1,0,0,0,1,0,0,0
1113,293.7,1,0,2.7,1,1,0,0,1,0,0,0
1114,213.0,5,0,5.5,1,1,1,0,0,0,0,0
1115,289.8,1,0,3.6,1,1,0,0,1,0,0,0
1116,240.9,4,0,2.7,1,0,0,0,1,0,0,0
1117,187.5,5,0,2.7,0,0,1,0,0,0,0,0
1118,250.6,3,0,3.2,1,0,0,0,1,0,0,0
1119,200.3,5,0,2.1,0,0,0,0,1,0,0,0
1120,206.7,4,0,2.7,0,0,0,0,1,0,0,0
1121,210.0,3,0,6.6,1,0,0,0,1,0,0,0
1122,212.0,5,0,4.9,1,0,0,0,1,0,0,0
1123,223.7,3,0,3.2,1,0,1,0,0,0,0,0
1124,219.8,5,0,5.4,1,0,0,0,1,0,0,0
1125,320.0,1,0,0.6,1,0,0,0,1,0,0,0
1126,194.7,5,0,7.7,1,1,0,0,1,0,0,0
1127,248.0,3,0,2.8,1,0,0,0,1,0,0,0
1128,212.0,4,0,3.0,1,0,1,0,0,0,0,0
1129,195.6,4,0,8.5,1,0,0,0,1,0,0,0
1130,279.1,2,0,1.7,1,0,0,0,1,0,0,0
1131,212.7,5,0,1.8,0,0,0,0,1,0,0,0
1132,201.9,4,0,2.6,0,0,0,0,1,0,0,0
1133,217.3,5,0,5.2,1,1,1,0,0,0,0,0
1134,224.2,3,0,4.5,1,0,0,0,1,0,0,0
1135,193.9,4,0,6.6,1,0,0,0,1,0,0,0
1136,287.1,1,0,1.1,1,0,0,0,1,0,0,0
1137,210.4,4,0,4.8,1,0,1,0,0,0,0,0
1138,225.0,4,0,0.7,0,0,0,0,1,0,0,0
1139,168.8,5,0,4.2,0,0,1,0,0,0,0,0
1140,214.9,1,1,0.6,0,0,0,0,1,0,0,0
1141,228.1,4,0,1.3,0,0,0,0,1,0,0,0
1142,230.5,4,0,4.4,1,0,0,0,1,0,0,0
1143,199.3,4,0,7.0,1,0,0,0,1,0,0,0
1144,229.0,3,0,1.8,0,0,0,0,1,0,0,0
1145,246.8,2,0,2.2,1,0,0,0,1,0,0,0
1146,281.1,1,0,1.7,1,0,0,0,1,0,0,0
1147,196.6,5,0,2.8,0,0,0,0,1,0,0,0
1148,203.0,3,0,1.5,0,0,0,0,0,1,0,0
1149,264.8,2,0,3.1,1,0,0,0,1,0,0,0
1150,286.5,1,0,1.7,1,0,0,0,1,0,0,0
1151,223.5,5,0,3.5,1,0,0,0,1,0,0,0
1152,211.3,4,0,6.0,1,0,0,0,1,0,0,0
1153,245.8,4,0,3.6,1,0,0,0,1,0,0,0
1154,269.4,3,0,3.3,1,1,0,0,1,0,0,0
1155,292.7,1,0,3.1,1,1,0,0,1,0,0,0
1156,285.7,1,0,0.6,1,1,0,1,0,0,0,0
1157,244.8,4,0,2.0,1,0,0,0,1,0,0,0
1158,278.9,2,0,2.1,1,1,0,0,1,0,0,0
1159,216.3,3,0,2.5,0,0,0,0,0,0,1,0
1160,231.7,3,0,4.1,1,0,0,0,1,0,0,0
1161,236.0,4,0,2.4,1,0,0,0,1,0,0,0
1162,297.7,1,0,1.9,1,1,0,0,1,0,0,0
1163,316.3,0,0,0.0003,1,0,0,0,1,0,0,0
1164,196.2,4,0,6.8,1,0,0,0,1,0,0,0
1165,201.5,5,0,6.1,1,0,0,0,1,0,0,0
1166,302.4,0,0,1.1,1,0,0,0,1,0,0,0
1167,264.0,2,0,1.5,1,0,0,0,1,0,0,0
1168,219.8,4,0,6.9,1,0,0,0,1,0,0,0
1169,144.8,5,0,9.6,1,0,1,0,0,0,0,0
1170,226.1,4,1,4.3,1,1,0,0,1,0,0,0
1171,248.0,3,0,1.8,0,0,0,0,0,0,1,0
1172,203.5,4,0,6.3,1,0,0,0,1,0,0,0
1173,250.6,3,0,1.5,1,0,0,0,1,0,0,0
1174,220.5,3,0,4.6,1,0,1,0,0,0,0,0
1175,259.1,1,0,0.5,0,0,0,0,1,0,0,0
1176,231.0,4,0,5.4,1,1,0,0,1,0,0,0
1177,229.8,3,0,2.0,0,0,0,0,1,0,0,0
1178,207.9,3,0,0.9,0,0,1,0,0,0,0,0
1179,212.7,4,0,1.2,0,0,0,0,1,0,0,0
1180,255.2,3,0,2.1,1,0,0,0,1,0,0,0
1181,228.9,2,0,2.1,0,0,0,0,1,0,0,0
1182,158.2,5,0,9.5,1,0,1,0,0,0,0,0
1183,255.0,2,0,1.9,1,0,0,0,1,0,0,0
1184,189.3,5,0,4.5,1,0,1,0,0,0,0,0
1185,243.8,4,0,3.3,1,0,0,0,1,0,0,0
1186,302.2,1,0,0.6,1,0,0,0,1,0,0,0
1187,187.5,3,0,4.0,0,0,1,0,0,0,0,0
1188,249.3,3,0,2.1,1,0,0,0,1,0,0,0
1189,219.9,3,0,3.8,1,0,1,0,0,0,0,0
1190,247.7,3,0,3.8,1,0,0,0,1,0,0,0
1191,280.6,3,0,1.7,1,0,0,0,1,0,0,0
1192,285.4,1,0,0.8,1,1,0,1,0,0,0,0
1193,177.0,3,1,6.0,1,0,0,0,1,0,0,0
1194,207.0,3,0,3.3,1,0,0,0,0,1,0,0
1195,202.8,5,0,3.4,0,0,0,0,1,0,0,0
1196,285.7,1,0,0.9,1,1,0,1,0,0,0,0
1197,199.5,5,0,7.3,1,0,0,0,1,0,0,0
1198,189.0,4,0,3.8,0,0,0,0,0,1,0,0
1199,244.8,4,0,4.5,1,0,0,0,1,0,0,0
1200,174.3,3,0,4.4,0,0,0,0,0,1,0,0
1201,247.0,3,0,3.5,1,0,0,0,1,0,0,0
1202,241.1,4,0,1.5,1,0,0,0,1,0,0,0
1203,264.8,3,0,0.6,1,0,0,0,1,0,0,0
1204,199.4,4,0,3.0,0,0,1,0,0,0,0,0
1205,279.9,1,0,0.7,1,0,0,0,1,0,0,0
1206,248.1,2,0,0.5,0,0,0,0,1,0,0,0
1207,198.7,3,0,4.4,0,0,1,0,0,0,0,0
1208,245.8,3,0,2.6,1,0,0,0,1,0,0,0
1209,263.4,3,0,4.7,1,1,0,0,1,0,0,0
1210,327.2,0,0,0.0004,1,0,0,0,1,0,0,0
1211,217.6,4,0,5.4,1,0,0,0,1,0,0,0
1212,255.2,2,0,1.3,1,0,0,0,1,0,0,0
1213,241.5,4,0,1.5,1,0,0,0,1,0,0,0
1214,285.1,1,0,1.1,1,1,0,1,0,0,0,0
1215,199.0,4,0,7.6,1,1,0,0,0,1,0,0
1216,258.0,3,0,2.4,1,0,0,0,1,0,0,0
1217,285.7,5,0,1.5,1,1,0,0,1,0,0,0
1218,208.0,1,1,0.6,1,0,0,1,0,0,0,0
1219,230.2,5,0,4.7,1,0,1,0,0,0,0,0
1220,247.8,4,0,4.1,1,0,0,0,1,0,0,0
1221,239.8,5,0,4.0,1,0,0,0,1,0,0,0
1222,218.3,4,0,3.1,0,0,0,0,1,0,0,0
1223,192.5,4,0,6.5,1,0,1,0,0,0,0,0
1224,250.0,4,0,0.9,1,0,0,0,1,0,0,0
1225,234.1,2,0,2.6,0,0,0,0,1,0,0,0
1226,301.1,1,0,0.2,1,0,0,0,1,0,0,0
1227,302.8,1,0,1.8,1,0,0,0,1,0,0,0
1228,203.0,3,0,5.4,0,0,0,0,1,0,0,0
1229,227.7,3,0,1.6,1,0,0,0,0,1,0,0
1230,258.8,4,0,1.0,1,0,0,0,1,0,0,0
1231,239.0,1,1,3.6,1,0,0,0,1,0,0,0
1232,229.0,5,0,5.1,1,0,0,0,1,0,0,0
1233,248.7,3,0,2.7,1,0,0,0,1,0,0,0
1234,232.6,4,0,1.7,1,0,0,0,1,0,0,0
1235,236.7,4,0,2.9,1,0,0,0,1,0,0,0
1236,251.3,4,0,2.8,0,0,0,0,1,0,0,0
1237,216.7,5,0,2.4,1,0,1,0,0,0,0,0
1238,223.6,5,0,4.3,1,0,1,0,0,0,0,0
1239,245.6,2,0,4.2,1,0,0,0,1,0,0,0
1240,228.5,2,0,4.3,1,0,1,0,0,0,0,0
1241,210.5,4,0,5.4,1,0,1,0,0,0,0,0
1242,257.0,3,0,2.4,1,0,0,0,1,0,0,0
1243,229.8,3,1,2.5,1,0,0,0,1,0,0,0
1244,246.0,4,0,3.7,1,1,0,0,1,0,0,0
1245,209.8,5,0,3.7,0,0,0,0,1,0,0,0
1246,289.1,1,0,1.3,1,0,0,0,1,0,0,0
1247,249.8,4,0,5.4,1,1,0,0,1,0,0,0
1248,244.2,4,0,2.6,1,0,0,0,1,0,0,0
1249,220.4,2,0,2.2,1,0,0,0,0,1,0,0
1250,209.3,3,0,1.8,1,0,1,0,0,0,0,0
1251,230.9,3,0,3.8,1,0,0,0,1,0,0,0
1252,250.0,3,0,1.4,1,0,0,0,1,0,0,0
1253,183.8,4,1,2.5,1,0,1,0,0,0,0,0
1254,185.8,4,0,8.4,1,0,0,0,1,0,0,0
1255,210.2,4,0,3.0,0,0,0,0,1,0,0,0
1256,217.9,4,1,2.1,1,1,1,0,0,0,0,0
1257,239.6,4,0,3.0,1,0,0,0,1,0,0,0
1258,235.1,4,1,3.4,1,1,0,0,1,0,0,0
1259,250.3,4,0,2.4,1,0,0,0,1,0,0,0
1260,191.0,5,0,1.6,0,0,1,0,0,0,0,0
1261,280.4,2,0,2.4,1,0,0,0,1,0,0,0
1262,281.3,2,0,0.3,1,0,0,0,1,0,0,0
1263,180.1,5,0,9.4,1,0,0,0,1,0,0,0
1264,215.8,5,0,5.2,1,0,0,0,1,0,0,0
1265,213.8,3,0,4.1,1,0,1,0,0,0,0,0
1266,204.7,3,0,7.8,1,0,0,0,1,0,0,0
1267,248.7,3,0,3.3,1,0,0,0,1,0,0,0
1268,202.7,4,0,8.2,1,0,0,0,1,0,0,0
1269,259.3,4,0,2.9,1,0,0,0,1,0,0,0
1270,229.9,5,0,3.7,1,1,0,0,1,0,0,0
1271,241.0,4,0,3.5,1,0,0,0,1,0,0,0
1272,244.7,5,0,3.2,1,0,0,0,1,0,0,0
1273,173.0,3,0,7.1,1,0,0,0,0,1,0,0
1274,204.8,3,0,9.9,1,1,0,0,1,0,0,0
1275,239.8,5,0,4.0,1,0,0,0,1,0,0,0
1276,234.2,3,0,0.4,0,0,1,0,0,0,0,0
1277,244.9,4,0,3.6,1,0,0,0,1,0,0,0
1278,263.8,3,0,4.5,1,1,0,0,1,0,0,0
1279,253.6,3,0,3.6,1,1,0,0,0,1,0,0
1280,319.8,1,0,1.2,1,1,0,0,1,0,0,0
1281,191.9,4,0,8.8,1,0,0,0,1,0,0,0
1282,252.4,3,0,2.3,1,0,0,0,1,0,0,0
1283,217.0,4,0,3.3,0,0,0,0,1,0,0,0
1284,218.0,5,0,6.2,1,0,0,0,1,0,0,0
1285,289.8,2,0,1.1,1,0,0,0,1,0,0,0
1286,253.9,4,0,1.0,1,0,0,0,1,0,0,0
1287,210.5,3,0,2.2,0,0,1,0,0,0,0,0
1288,180.0,3,0,6.6,1,0,0,0,0,1,0,0
1289,257.8,3,0,4.5,1,0,0,0,1,0,0,0
1290,294.6,1,0,1.9,1,0,0,0,1,0,0,0
1291,253.7,3,0,3.1,1,0,0,0,1,0,0,0
1292,249.3,2,0,2.7,0,0,0,0,1,0,0,0
1293,238.0,3,0,1.5,0,0,1,0,0,0,0,0
1294,275.8,3,0,2.2,1,1,0,0,1,0,0,0
1295,211.1,3,0,4.3,0,0,0,0,1,0,0,0
1296,222.8,4,0,3.6,0,0,0,0,1,0,0,0
1297,168.0,4,0,9.8,1,0,1,0,0,0,0,0
1298,239.5,4,0,4.2,1,0,0,0,1,0,0,0
1299,248.5,4,0,2.7,1,0,0,0,1,0,0,0
1300,293.1,1,0,1.7,1,0,0,0,1,0,0,0
1301,249.0,4,0,5.3,1,1,0,0,1,0,0,0
1302,337.2,0,0,0.2,1,1,0,0,1,0,0,0
1303,258.8,4,0,3.5,1,0,0,0,1,0,0,0
1304,245.7,4,0,2.8,1,0,0,0,1,0,0,0
1305,176.5,3,0,5.7,0,0,1,0,0,0,0,0
1306,239.5,4,0,2.0,1,0,0,0,1,0,0,0
1307,209.7,4,0,6.3,1,0,1,0,0,0,0,0
1308,326.0,1,0,0.9,1,0,0,0,1,0,0,0
1309,222.6,4,0,2.3,1,0,0,0,0,1,0,0
1310,302.2,2,0,0.7,1,0,0,0,1,0,0,0
1311,237.6,5,0,2.8,1,0,0,0,1,0,0,0
1312,258.0,3,0,3.6,1,0,0,0,1,0,0,0
1313,226.1,4,0,2.1,0,0,0,0,1,0,0,0
1314,236.6,4,0,4.7,1,0,0,0,1,0,0,0
1315,235.9,4,0,5.4,1,1,1,0,0,0,0,0
1316,297.8,1,0,1.8,1,0,0,0,1,0,0,0
1318,234.2,3,0,0.0695,0,0,0,0,1,0,0,0
1319,188.7,3,0,4.1,0,0,0,0,0,1,0,0
1320,229.6,4,0,2.1,0,0,0,0,1,0,0,0
1321,255.4,3,0,3.0,1,0,0,0,1,0,0,0
1322,236.3,3,0,1.9,0,0,0,0,1,0,0,0
1323,262.1,3,0,2.2,1,0,0,0,1,0,0,0
1324,253.4,4,0,3.9,1,0,0,0,1,0,0,0
1325,260.2,2,0,3.3,1,0,0,0,1,0,0,0
1326,208.5,4,0,0.2,0,0,1,0,0,0,0,0
1327,226.5,2,0,5.8,1,1,0,0,0,1,0,0
1328,301.0,1,0,0.6,1,0,0,0,1,0,0,0
1329,279.8,4,0,2.2,1,1,0,0,1,0,0,0
1330,235.5,4,0,4.8,1,0,0,0,1,0,0,0
1331,229.4,5,0,3.3,1,0,0,0,1,0,0,0
1332,208.1,4,0,1.9,0,0,1,0,0,0,0,0
1333,233.0,3,0,4.9,1,0,0,0,1,0,0,0
1334,219.8,5,0,4.8,1,0,0,0,1,0,0,0
1335,209.6,5,0,7.4,1,1,1,0,0,0,0,0
1336,208.9,2,0,7.6,1,0,0,0,1,0,0,0
1337,227.5,4,0,3.5,1,0,1,0,0,0,0,0
1338,257.3,3,0,3.7,1,0,0,0,1,0,0,0
1339,263.6,3,0,4.9,1,1,0,0,1,0,0,0
1340,227.7,4,0,5.1,1,0,0,0,1,0,0,0
1341,337.7,0,0,0.1,1,0,0,0,1,0,0,0
1342,148.4,4,0,12.5,1,1,0,0,0,1,0,0
1343,208.3,4,0,1.2,0,0,0,0,0,1,0,0
1344,272.0,3,0,2.2,1,0,0,0,1,0,0,0
1345,262.6,4,0,1.7,1,0,0,0,1,0,0,0
1346,314.0,1,0,0.9,1,1,0,0,1,0,0,0
1347,234.8,4,0,0.7,0,0,0,0,1,0,0,0
1348,259.8,4,0,2.3,1,0,0,0,1,0,0,0
1349,259.9,4,0,4.0,1,0,0,0,1,0,0,0
1350,218.3,4,0,3.9,0,0,0,0,1,0,0,0
1351,160.1,3,0,11.2,1,0,0,0,0,1,0,0
1352,228.5,2,1,3.6,1,0,0,0,1,0,0,0
1353,264.2,1,0,1.2,0,0,0,0,1,0,0,0
1354,206.6,3,0,1.7,0,0,1,0,0,0,0,0
1355,210.2,4,1,6.5,1,1,1,0,0,0,0,0
1356,267.4,2,0,0.8,1,0,0,0,1,0,0,0
1357,213.5,4,0,1.9,1,0,0,0,0,1,0,0
1358,249.5,5,0,1.9,1,0,0,0,1,0,0,0
1359,284.3,2,0,0.7,1,0,0,0,1,0,0,0
1360,277.1,2,0,1.7,1,0,0,0,1,0,0,0
1361,238.0,4,0,2.6,1,0,0,0,1,0,0,0
1362,243.0,4,0,4.4,1,0,0,0,1,0,0,0
1363,160.7,3,0,6.7,0,0,0,0,0,1,0,0
1364,242.9,5,0,3.2,1,0,0,0,1,0,0,0
1365,223.0,2,0,1.1,0,0,0,0,0,1,0,0
1366,249.8,3,0,3.2,1,0,0,0,1,0,0,0
1368,188.7,5,0,7.5,1,0,0,0,1,0,0,0
1369,227.8,4,0,8.1,1,1,0,0,1,0,0,0
1370,241.8,4,0,4.6,1,0,0,0,1,0,0,0
1371,239.5,5,0,4.5,1,0,0,0,1,0,0,0
1372,239.1,5,0,4.8,1,1,0,0,1,0,0,0
1373,220.1,4,0,2.6,0,0,1,0,0,0,0,0
1374,262.8,5,0,1.4,1,0,0,0,1,0,0,0
1375,150.3,4,0,9.4,1,0,0,0,0,1,0,0
1376,250.0,4,0,4.7,1,0,0,0,1,0,0,0
1377,202.9,4,0,8.2,1,0,0,0,1,0,0,0
1378,279.8,4,0,3.2,1,1,0,0,1,0,0,0
